Unnamed: 0,question,answer,num_answer,long_answer
858,"Harper drinks a 1/2 bottle of mineral water per day.  She buys the mineral water by the case at a big box store.  They come 24 bottles to a case and are currently on sale for $12.00.  If she wants to buy enough cases to last her 240 days, how much will she spend?",60,60,"She drinks 1/2 bottle a day and there are 24 bottles in a case so a case will last 24/.5 = <<24/.5=48>>48 days
She needs enough to last her 240 days and 1 case will last her 48 days so she needs 240/48 = <<240/48=5>>5 cases
Each case is on sale for $12.00 and she needs 5 cases so that's 12*5 = $<<12*5=60.00>>60.00
#### 60"
1120,"Adam owns a wood carving shop, if a block of basswood can create 3 figurines and a block of butternut wood can create 4 figurines, and a block of Aspen wood can make twice the amount of figurines compared to basswood, how many figurines can he make if he owns 15 blocks of basswood, 20 blocks of butternut wood, and 20 blocks of Aspen wood?",245,245,"Adam can make 15 x 3 = <<15*3=45>>45 figurines out of the blocks of basswood.
He can also make 3 x 2 = <<3*2=6>>6 figurines out of a block of Aspen wood.
So, he can make 20 x 6 = <<20*6=120>>120 figurines out of all the blocks of Aspen wood.
He can also make 20 x 4 = <<20*4=80>>80 figurines out of all the blocks of butternut wood.
Therefore, Adam can make a total of 120 + 80 + 45 = <<120+80+45=245>>245 figurines using all the blocks of wood.
#### 245"
5252,Mrs. Brown paid her utility bills with 3 $50 bills and 2 $10 bills. How much are her utility bills?,170,170,"Mrs. Brown's $50 bills amount to $50 x 3 = $<<50*3=150>>150.
Her $10 bills amount to $10 x 2 = $<<10*2=20>>20.
So Mrs. Brown's utility bills cost $150 + $20 = $<<150+20=170>>170.
#### 170"
1592,Angel has a tasty fruit salad restaurant making twice the number of fruit salads made by her friend Alaya's tasty fruit salad restaurant. Alaya's restaurant has 200 fruit salads. How many fruit salads are there in total in the two restaurants?,600,600,"Angel restaurant makes 2*200 = <<2*200=400>>400 fruit salads.
The total number of fruit salads made in the two restaurants is 200+400 = <<200+400=600>>600
#### 600"
4155,"Sue and her sister buy a $2,100 car.  They agree to split the cost based on the percentage of days use.  Sue's sister will drive the car 4 days a week and Sue will get the rest of the days.  How much does Sue have to pay?",900,900,"Sue will drive 7-4=<<7-4=3>>3 days a week
So she will pay 2100*3/7=$<<2100*3/7=900>>900
#### 900"
885,"Reggie's father gave him $48. Reggie bought 5 books, each of which cost $2. How much money does Reggie have left?",38,38,"The cost of the books is 5 × $2 = $<<5*2=10>>10.
Reggie has $48 − $10 = $38 left.
#### 38"
4971,"A craftsman makes 16 jars. This is exactly twice the number of clay pots he made. If each jar has 5 marbles and each clay pot has three times as many, how many marbles are there?",200,200,"16 jars are exactly twice the number of clay pots made by the craftsman, meaning there are 16/2=<<16/2=8>>8 clay pots
If each jar has 5 marbles, the total number of marbles in the jars is 5*16=<<5*16=80>>80
Each of the clay pots also has 3*5=<<3*5=15>>15 marbles.
The total number of marbles in the 8 clay pots is 15*8=<<15*8=120>>120
There are a total of 120+80=<<120+80=200>>200 marbles.
#### 200"
3860,"Robin wants to buy jelly bracelets for her friends. She decides to buy one bracelet for each letter of the first name of her friends. Her friends are Jessica, Tori, Lily and Patrice. If each jelly bracelet costs $2, what is the total she will spend in dollars?",44,44,"There are 7 letters in Jessica.
There are 4 letters in Tori.
There are 4 letters in Lily.
There are 7 letters in Patrice.
In all this is, 7 + 4 + 4 + 7 = <<7+4+4+7=22>>22 letters and thus 22 bracelets.
The total cost is 22 bracelets * $2 = $<<22*2=44>>44
#### 44"
2396,"50% of substitute teachers walk out after 1 hour of teaching. 30% of the remainder quit before lunch. If 60 substitute teachers show up at 7 AM, how many will be left after lunch?",21,21,"First find the number of substitute teachers left after half quit: 60 teachers / 2 = <<60/2=30>>30 teachers
Then find how many teachers quit after an hour but before lunch: 30 teachers * 30% = <<30*30*.01=9>>9 teachers
Then subtract that number from the number of teachers left after one hour to find how many are left after lunch: 30 teachers - 9 teachers = <<30-9=21>>21 teachers
#### 21"
2205,John repairs 5 cars.  3 of the cars take 40 minutes each to repair.  The remaining ones take 50% longer each to repair.  He makes $20 per hour repairing cars.  How much money does he make?,80,80,"The 3 cars take 3*40=<<3*40=120>>120 minutes to make
He repairs 5-3=<<5-3=2>>2 more cars
They each take 40*.5=<<40*.5=20>>20 minutes longer per car
So they each take 40+20=<<40+20=60>>60 minutes
So he repaired cars for 120+2*60=<<120+2*60=240>>240 minutes
That is 240/60=<<240/60=4>>4 hours
So he made 4*20=$<<4*20=80>>80
#### 80"
4961,"3000 bees hatch from the queen's eggs every day. If a queen loses 900 bees every day, how many total bees are in the hive (including the queen) at the end of 7 days if at the beginning the queen had 12500 bees?",27201,27201,"3000 new bees are born every day. In 7 days there will be 3000*7=<<3000*7=21000>>21000 new bees
If each day the queen loses 900 bees, in 7 days there will be 900*7=<<900*7=6300>>6300 fewer bees
If at the beginning the queen had 12500 bees, then at the end of 7 days she will have 12500+21000-6300=<<12500+21000-6300=27200>>27200 bees
The total number of bees in the hive including the queen is 27200+1 =<<27200+1=27201>>27201
#### 27201"
3408,"There are many fish in the tank. One third of them are blue, and half of the blue fish have spots. If there are 10 blue, spotted fish, how many fish are there in the tank?",60,60,"There are 2*10=<<2*10=20>>20 blue fish.
There are 3*20=<<3*20=60>>60 fish.
#### 60"
520,Pete has to take a 10-minute walk down to the train station and then board a 1hr 20-minute train to LA. When should he leave if he cannot get to LA later than 0900 hours? (24-hr time),730,730,"There are 60 minutes in an hour so 1 hour 20 minutes = (60+20) minutes = 80 minutes
He will spend a total of 80+10 = <<80+10=90>>90 minutes
90 minutes is = (60/60) hours and 30 minutes = 1 hour 30 minutes = 0130 in 24-hr time
He has to leave 0130 hours earlier than 0900 i.e. 0900-0130 = 0730 hours
#### 730"
820,"Susan had a bouquet of 3 dozen roses.  She gave half to her daughter, and then placed the rest in a vase.  The next day, one-third of the flowers in the vase were wilted.  After removing the wilted flowers, how many flowers remained in the vase?",12,12,"Susan had a bouquet of 3 dozen roses, which is 3*12=<<3*12=36>>36 flowers.
She gave half, 36/2=<<36/2=18>>18, to her daughter.
Then she placed her 36-18=<<36-18=18>>18 remaining flowers in a vase.
One-third of the 18 flowers in the vase wilted, resulting in 18/3=<<18/3=6>>6 wilted flowers.
After removing the wilted flowers, Susan had 18-6=<<18-6=12>>12 flowers remaining in the vase.
#### 12"
4280,Felicity and Adhira took separate trips. Felicity used 5 less gallons of gas than four times the number of gallons that Adhira used for her trip. Together the girls used 30 gallons of gas.  How many gallons did Felicity use?,23,23,"Let A = Adhira's gallons
Felicity = 4A - 5
5A - 5 = 30
5A = 35
A = <<7=7>>7
Felicity used 23 gallons of gas for her trip.
#### 23"
2595,"Kyle bikes for 2 hours to work every day. Ten times the time he takes to travel to work and back is the same as the cost of buying a pack of snacks (in dollars). How much will Ryan pay, in dollars, to buy 50 packs of snacks?",2000,2000,"A round trip to work and back takes 2*2 = <<2*2=4>>4 hours
Ten times the time Kyle takes to travel to work and back is the same as the cost of buying a pack of snacks, meaning the packs are sold at 4*10 = $<<10*4=40>>40 each
Ryan will pay $40*50=$<<40*50=2000>>2000 to buy 50 packs of snacks?
#### 2000"
1652,Victoria was given a $50 bill by her mother to buy her friends snacks for their group meeting. She bought 2 boxes of pizza that costs $12 each and 2 packs of juice drinks that cost $2 each. How much money should Victoria return to her mother?,22,22,"Two boxes of pizza amount to $12 x 2 = $<<12*2=24>>24.
Two packs of juice amount to $2 x 2 = $<<2*2=4>>4.
Victoria paid a total of $24 + $4 = $<<24+4=28>>28.
Hence, she should return the $50 - $28 = $<<50-28=22>>22 to her mother.
#### 22"
952,"A company was contracted to construct three buildings, with the second building being two times as tall as the first building. The third building had to be three times as tall as the combined height of the first and second buildings. If the first building was 600 feet, calculate the total height of the three buildings together.",7200,7200,"The second building is two times as tall as the first building, a total of 600*2 = <<600*2=1200>>1200 feet.
The total height of the first and the second building is 1200+600 = <<1200+600=1800>>1800 feet.
The third building is three times as tall as the combined height of the first and second buildings, which is 1800*3 = <<1800*3=5400>>5400 feet.
Together, the three buildings have a total height of 5400+1800 = <<5400+1800=7200>>7200 feet.
#### 7200"
5841,"Yella's computer usage last week was 91 hours. If she plans to use the computer 8 hours a day for this week, how much less ​is her computer usage for this week?",35,35,"Yella can use the computer 8 x 7 = <<8*7=56>>56 hours for this week.
Therefore, Yella's computer usage for this week is 91 - 56 = <<91-56=35>>35 hours lesser than her computer usage last week.
#### 35"
1044,"My new house has 12 medium ceiling lights but I have seen small and large ceiling lights in other rooms. The small ones require 1 bulb, the medium ones require 2, and the large ones need 3 bulbs. How many bulbs should I buy if my wife says she saw twice as many large ceiling lights as medium ceiling lights and ten more small lights than medium ones?",118,118,"If the house has twice the number of large ones as medium ones then the house has 2*12 = <<2*12=24>>24 large ceiling lights
Similarly, if it has 10 more small ones than the 12 medium ones then it has 10+12 = <<10+12=22>>22 small ceiling lights
If one small ceiling light requires 1 bulb then 22 small ones will require 1*22 = <<1*22=22>>22 bulbs
If one medium ceiling light requires 2 bulbs then 12 medium ones will require 2*12 = <<2*12=24>>24 bulbs
If one large ceiling light requires 3 bulbs then 24 medium ones will require 3*24 = <<3*24=72>>72 bulbs
Therefore the house will require 22 bulbs for the small ones + 24 bulbs for the medium ones + 72 bulbs for the large ones, for a total of 22+24+72=<<22+24+72=118>>118
#### 118"
4486,"To celebrate a recent promotion, Arthur decided to treat himself to dinner at a nice restaurant. He ordered a nice appetizer for $8, a delicious ribeye steak for his entrée at $20, had two glasses of nice red wine with dinner for $3 each, and a slice of caramel cheesecake for dessert for $6. He used a voucher for half off the price of his entrée, but he very thoughtfully tipped his waitress a full 20% of what the full cost of his meal would have been without the discount. How much, including the tip, did Arthur spend on dinner?",38,38,"The cost of his food, before the voucher, was $8 + $20 + $3 + $3 + $6 = $<<8+20+3+3+6=40>>40.
The tip was $40 * .20 = $<<40*.20=8>>8.
The voucher saved him $20 / 2 = $<<20/2=10>>10.
So the full price of Arthur's meal, with tip, was $40 - $10 + 8 = $<<40-10+8=38>>38.
#### 38"
1846,Jerome bought 5 new toy cars last month. This month he bought twice as many so that he has 40 toy cars now. How many toy cars did Jerome have originally?,25,25,"Jerome bought 5 x 2 = <<5*2=10>>10 toy cars this month.
So he bought a total of 5 + 10 = <<5+10=15>>15 toy cars.
Therefore, Jerome had 40 - 15 = <<40-15=25>>25 toy cars originally.
#### 25"
4340,"Carly is making a beaded corset. She's going to add 50 rows of purple beads with 20 beads per row, 40 rows of blue beads with 18 beads per row, and 80 gold beads. If beads cost $1 per 10 beads, how much do all the beads she bought cost?",180,180,"First find the total number of purple beads Carly needs: 50 rows * 20 beads/row = <<50*20=1000>>1000 beads
Then find the total number of blue beads Carly needs: 40 rows * 18 beads/row = <<40*18=720>>720 beads
Then add the number of each color she needs to find the total number she needs: 1000 beads + 720 beads + 80 beads = <<1000+720+80=1800>>1800 beads
Then divide the number of beads by 10 to find the cost: 1800 beads / 10 beads/$1 = $<<1800/10=180>>180
#### 180"
1066,"Annie has some money. The restaurant next door sells hamburgers for $4 each. The restaurant across the street sells milkshakes for $5 each. Annie buys 8 hamburgers and 6 milkshakes. She has $70 left. How much money, in dollars, did Annie have at first?",132,132,"Annie spends 4*8=<<4*8=32>>32 dollars on hamburgers.
Annie spends 5*6=<<5*6=30>>30 dollars on milkshakes.
Annie spends 32+30=<<32+30=62>>62 dollars on hamburgers and milkshakes.
Annie had 62+70=<<62+70=132>>132 dollars at first.
#### 132"
